UPRN,Single_Line_Address,Postcode,Local_Authority_District,Longitude,Latitude,Planned,OCC Comment,Building Type,Building Use,Connectivity,Is Main?,Area (m²)
100121315058,"HAZEL COTTAGE, HAZELLS LANE, FILKINS, LECHLADE, GL7 3HX",GL7 3HX,West_Oxfordshire,-1.6548611,51.7370149,No known plans,None,Residential Accommodation,Unknown,Standalone,false,57.309
100121314995,"MUFFITIES, HAZELLS LANE, FILKINS, LECHLADE, GL7 3HX",GL7 3HX,West_Oxfordshire,-1.655007,51.7368804,No known plans,None,Commercial Activity: Industrial Or Manufacturing|Residential Accommodation,Commercial Activity: Industrial Or Manufacturing|Residential Accommodation,Semi-Connected,true,143.659
100121315003,"THE BOWER, HAZELLS LANE, FILKINS, LECHLADE, GL7 3HX",GL7 3HX,West_Oxfordshire,-1.6551363,51.7370067,Unconfirmed commercial plans,None,Commercial Activity: Industrial Or Manufacturing|Residential Accommodation,Commercial Activity: Industrial Or Manufacturing|Residential Accommodation,Semi-Connected,true,143.659
100120949641,"12 BULLS CLOSE, FILKINS, LECHLADE, GL7 3HY",GL7 3HY,West_Oxfordshire,-1.6563506,51.737298,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,97.139
100121368040,"FILKINS BOWLS CLUB, ROUSES LANE, FILKINS, LECHLADE, GL7 3JE",GL7 3JE,West_Oxfordshire,-1.6570649,51.7366796,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,97.165
10091912059,"CLIVE MORLEY HARPS LTD, GOODFELLOWS, FILKINS, LECHLADE, GL7 3JG",GL7 3JG,West_Oxfordshire,-1.6601445,51.737336,No known plans,None,Residential Accommodation,Unknown,Standalone,false,33.907
10003995484,"GOODFELLOWS, FILKINS, LECHLADE, GL7 3JG",GL7 3JG,West_Oxfordshire,-1.6601445,51.737336,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,121.659
10003995493,"OLD POST OFFICE, FILKINS, LECHLADE, GL7 3JG",GL7 3JG,West_Oxfordshire,-1.6565465,51.7362825,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,152.183
10003995492,"THE HAVEN, FILKINS, LECHLADE, GL7 3JG",GL7 3JG,West_Oxfordshire,-1.6566474,51.7363457,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,264.824
10003995491,"WYNWOOD, FILKINS, LECHLADE, GL7 3JG",GL7 3JG,West_Oxfordshire,-1.65675,51.7361842,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,152.443
10094868286,"ANNEXE, BROUGHTON POGGS MILL HOUSE, STREET THROUGH BROUGHTON POGGS, BROUGHTON POGGS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6604618,51.7341587,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,165.564
10002188184,"ANNEXE, MANOR FARM HOUSE, STREET THROUGH BROUGHTON POGGS, BROUGHTON POGGS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6608315,51.7326518,No known plans,None,Residential Accommodation,Unknown,Standalone,false,31.709
100121315069,"BROUGHTON HALL COTTAGE, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6613557,51.7322234,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,49.647
100120970051,"BROUGHTON HALL, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6624431,51.7320377,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,71.434
100120970058,"MANOR FARM HOUSE, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.660322,51.7329757,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,60.822
10024175221,"MANOR FARM, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6606622,51.7320146,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,32.345
100120970067,"STABLE COTTAGE, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6608309,51.7329693,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,46.477
10003998273,"THE CLOCKHOUSE, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6605456,51.7327744,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,46.477
100120970052,"THE CORN BARN, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6609726,51.7331124,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,49.513
100120970069,"THE TALLOT, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6608279,51.733094,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,71.573
10003997304,"THE TITHE BARN, BROUGHTON POGGS, FILKINS, LECHLADE, GL7 3JH",GL7 3JH,West_Oxfordshire,-1.6610186,51.7327709,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,58.222
100120970083,"THE GRANARY, FILKINS, LECHLADE, GL7 3JJ",GL7 3JJ,West_Oxfordshire,-1.6559434,51.7375216,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,49.647
10094867465,"ANNEXE AT, PROSPECT COTTAGE, STREET THROUGH FILKINS, FILKINS, LECHLADE, GL7 3JQ",GL7 3JQ,West_Oxfordshire,-1.6599648,51.7345938,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,241.923
100120970078,"APSLEY COTTAGE, BURFORD ROAD, FILKINS, LECHLADE, GL7 3JW",GL7 3JW,West_Oxfordshire,-1.6536582,51.7428287,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,263.532
100120970081,"GREY HOUSE, BURFORD ROAD, FILKINS, LECHLADE, GL7 3JW",GL7 3JW,West_Oxfordshire,-1.6535579,51.7426846,No known plans,None,Education,Unknown,Standalone,false,27.352
10093354442,"ANNEXE, HARDYS BARN, LECHLADE ROAD, LANGFORD, GL7 3LF",GL7 3LF,West_Oxfordshire,-1.6430496,51.7225207,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,169.69
10094866549,"STAFF ACCOMODATION AT, THE BELL INN, STREET THROUGH LANGFORD, LANGFORD, GL7 3LF",GL7 3LF,West_Oxfordshire,-1.6409747,51.7222185,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,147.592
10096719632,"THE HIDEAWAY, KENMOR, BROADWELL ROAD, LANGFORD, GL7 3LP",GL7 3LP,West_Oxfordshire,-1.6435796,51.7241685,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,121.055
10094869330,"THE COACHHOUSE, LOWER FARM BARN, STREET THROUGH LANGFORD, LANGFORD, GL7 3LQ",GL7 3LQ,West_Oxfordshire,-1.6381813,51.7203217,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,126.585
10003997218,"CANFORD, LITTLE FARINGDON, LECHLADE, GL7 3QJ",GL7 3QJ,West_Oxfordshire,-1.6842727,51.7204364,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,249.075
10002188836,"HULSE GROUND FARM, LITTLE FARINGDON, LECHLADE, GL7 3QR",GL7 3QR,West_Oxfordshire,-1.665484,51.7163024,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,133.014
10094869477,"ANNEXE, FIELDSIDE HOUSE, ROAD THROUGH BROADWELL, BROADWELL, GL7 3QS",GL7 3QS,West_Oxfordshire,-1.6393907,51.730395,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,279.205
10002188855,"BROADWELL HOUSE, BROADWELL, LECHLADE, GL7 3QS",GL7 3QS,West_Oxfordshire,-1.6351263,51.7347794,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,226.588
10094866550,"STAFF ACCOMODATION AT, CHILLI PEPPER, ROAD THROUGH BROADWELL, BROADWELL, GL7 3QS",GL7 3QS,West_Oxfordshire,-1.6360439,51.7341168,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,208.51
10094866490,"ANNEXE AT, DE ROUGEMONT, STREET THROUGH KENCOT, KENCOT, GL7 3QT",GL7 3QT,West_Oxfordshire,-1.6339445,51.7376619,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,202.236
10096719352,"CARAVAN, ROSIE CLOSE, STREET THROUGH KENCOT, KENCOT, GL7 3QT",GL7 3QT,West_Oxfordshire,-1.6342541,51.7363488,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,281.094
10094865664,"HOLIDAY ACCOMODATION EQUESTRIAN AND POLO FACILITIES, ASTHALL FARM, STREET THROUGH KENCOT, KENCOT, GL7 3QT",GL7 3QT,West_Oxfordshire,-1.6309998,51.7394607,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,169.477
10094864965,"MALTHOUSE LIVERY, ASTHALL FARM, STREET THROUGH KENCOT, KENCOT, GL7 3QT",GL7 3QT,West_Oxfordshire,-1.6309938,51.7394563,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,355.936
10094865031,"THE LOG CABIN, ASTHALL FARM, STREET THROUGH KENCOT, KENCOT, GL7 3QT",GL7 3QT,West_Oxfordshire,-1.6310045,51.7394637,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,236.254
10093354443,"ANNEXE, THE GARDENS, STREET THROUGH KENCOT, KENCOT, GL7 3QU",GL7 3QU,West_Oxfordshire,-1.6315791,51.7402724,No known plans,None,Unknown,Unknown,Semi-Connected,false,60.23
10094864955,"ANNEXE AT, QUENTIN HOUSE, STREET THROUGH KENCOT, KENCOT, GL7 3QX",GL7 3QX,West_Oxfordshire,-1.6329664,51.7419729,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,175.06
10094867472,"THE OLD LAUNDRY, KENCOT HOUSE, KENCOT, LECHLADE, GL7 3QX",GL7 3QX,West_Oxfordshire,-1.6315958,51.7424633,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,314.878
10094868335,"OXLEAZE FARMHOUSE, OXLEAZE FARM, FILKINS, LECHLADE, GL7 3RB",GL7 3RB,West_Oxfordshire,-1.6847638,51.746191,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,338.283
10003995459,"RICKETY ROSE CRAFTS, UNIT 6-8, OXLEAZE FARM, FILKINS, LECHLADE, GL7 3RB",GL7 3RB,West_Oxfordshire,-1.6850777,51.7462805,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,53.075
10003995460,"UNIT 4, OXLEAZE FARM, LANE TO OXLEAZE FARM, FILKINS, LECHLADE, GL7 3RB",GL7 3RB,West_Oxfordshire,-1.68486,51.7463422,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,false,65.345
10003998491,"UNIT 5, OXLEAZE FARM, LANE TO OXLEAZE FARM, FILKINS, LECHLADE, GL7 3RB",GL7 3RB,West_Oxfordshire,-1.6849471,51.7463154,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,179.632
10094865620,"UNITS 11A AND 11B, OXLEAZE FARM, LANE TO OXLEAZE FARM, FILKINS, LECHLADE, GL7 3RB",GL7 3RB,West_Oxfordshire,-1.6839895,51.7468766,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,53.415
10033006562,"REEDS FARM, STOKENCHURCH, HIGH WYCOMBE, HP14 3YE",HP14 3YE,South_Oxfordshire,-0.9247663,51.6585936,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,53.415
10033005998,"UPPER VICARS FARM, STOKENCHURCH, HIGH WYCOMBE, HP14 3YL",HP14 3YL,South_Oxfordshire,-0.9455256,51.6586289,No known plans,None,Residential Accommodation,Unknown,Standalone,false,6.19
10011906368,"CHILLING PLACE COTTAGE, BRILL, AYLESBURY, HP18 9UH",HP18 9UH,Cherwell,-1.0629279,51.8401015,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,220.335
100121382386,"CHILLING PLACE FARM, BRILL, AYLESBURY, HP18 9UH",HP18 9UH,Cherwell,-1.0523844,51.8393359,No known plans,None,Unknown,Unknown,Semi-Connected,false,19.575
100120801437,"OAK LODGE STABLES, CHILLING PLACE FARM, BRILL, AYLESBURY, HP18 9UH",HP18 9UH,Cherwell,-1.0473294,51.8398684,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,104.863
100120801438,"PARK COTTAGE, CHILLING PLACE FARM, BRILL, AYLESBURY, HP18 9UH",HP18 9UH,Cherwell,-1.0478365,51.8399085,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,51.986
10011918477,"THE FARMHOUSE, CHILLING PLACE FARM, BRILL, AYLESBURY, HP18 9UH",HP18 9UH,Cherwell,-1.0522026,51.839394,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,207.424
10011921020,"THE MANOR, CHILLING PLACE FARM, BRILL, AYLESBURY, HP18 9UH",HP18 9UH,Cherwell,-1.062876,51.8404194,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,53.587
100121301069,"BURWOOD, MENMARSH ROAD, WORMINGHALL, AYLESBURY, HP18 9UP",HP18 9UP,South_Oxfordshire,-1.1111072,51.7838567,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,224.576
100121301070,"MARHABA, MENMARSH ROAD, WORMINGHALL, AYLESBURY, HP18 9UP",HP18 9UP,South_Oxfordshire,-1.1095105,51.7832242,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,false,169.986
10033014111,"MIDWEST FORMWORK (UK) LTD, MENMARSH ROAD, WORMINGHALL, AYLESBURY, HP18 9UP",HP18 9UP,South_Oxfordshire,-1.1121729,51.7842154,No known plans,None,Residential Accommodation,Unknown,Standalone,false,44.519
10011889264,"CLUE HILL FARMHOUSE, BRILL, AYLESBURY, HP18 9UZ",HP18 9UZ,Cherwell,-1.0914257,51.8441913,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,198.178
10011897654,"GREEN COURT KENNELS AND CATTERY, GREEN COURT KENNELS, CLUE HILL FARM, STREET AT CORNER FARM RUNNING TO THE GREYHOUND TRACK AT CLUE HILL FARM, ARNCOTT, HP18 9UZ",HP18 9UZ,Cherwell,-1.0932506,51.8436749,No known plans,None,Unknown,Unknown,Multi-Connected,false,17.85
10011901348,"HYCOS LODGE, CLUE HILL FARM, BRILL, AYLESBURY, HP18 9UZ",HP18 9UZ,Cherwell,-1.0930141,51.8434244,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,131.356
10011901347,"THE BUNGALOW, CLUE HILL FARM, BRILL, AYLESBURY, HP18 9UZ",HP18 9UZ,Cherwell,-1.0927681,51.8437471,No known plans,None,Residential Accommodation,Unknown,Multi-Connected,true,168.056
10011889265,"WOODLANDS FARM, BRILL, AYLESBURY, HP18 9UZ",HP18 9UZ,Cherwell,-1.0913063,51.845457,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,240.525
10011911845,"DAVID FARMS, LIVERY STABLES AT, MUSWELL HILL MANOR, STREET FROM PIDDINGTON TO BRILL, PIDDINGTON, HP18 9XD",HP18 9XD,Cherwell,-1.068134,51.834703,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,240.525
10011908693,"GROOMS COTTAGE, MUSWELL HILL MANOR, BRILL, AYLESBURY, HP18 9XD",HP18 9XD,Cherwell,-1.068134,51.834703,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,170.611
10011913101,"STABLE COTTAGE, MUSWELL HILL MANOR, BRILL, AYLESBURY, HP18 9XD",HP18 9XD,Cherwell,-1.0678947,51.8350428,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,63.198
10011913788,"THE GUEST COTTAGE, MUSWELL HILL MANOR, BRILL, AYLESBURY, HP18 9XD",HP18 9XD,Cherwell,-1.068134,51.834703,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,203.228
10011912891,"THE LOFT, MUSWELL HILL MANOR, BRILL, AYLESBURY, HP18 9XD",HP18 9XD,Cherwell,-1.0676566,51.8353286,No known plans,None,Residential Accommodation,Unknown,Standalone,false,86.308
100121301071,"THOMLEY HILL FARM, SMITHS LANE, WORMINGHALL, AYLESBURY, HP18 9XF",HP18 9XF,South_Oxfordshire,-1.1073646,51.7803038,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,63.198
10011906326,"ANNEXE AT, THE OAKS FARM, BANBURY ROAD, FINMERE, MK18 4AJ",MK18 4AJ,Cherwell,-1.0981797,51.9943888,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,63.198
10011901736,"ASHLEY STABLES, BANBURY ROAD, FINMERE, MK18 4AJ",MK18 4AJ,Cherwell,-1.0929916,51.9947767,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,302.075
10011901710,"ST MICHAELS CHURCH, WATER STRATFORD ROAD, FINMERE, MK18 4AT",MK18 4AT,Cherwell,-1.0742334,51.9930612,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,98.768
10011924511,"BICESTER WOODCHIP LTD, UNIT 2, MOAT FARM BUILDINGS, BUCKINGHAM ROAD, NEWTON PURCELL, MK18 4AZ",MK18 4AZ,Cherwell,-1.0889735,51.9714352,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,164.946
10096535226,"TINGEWICK PRE-SCHOOL LTD, MAIN STREET, TINGEWICK, BUCKINGHAM, MK18 4NL",MK18 4NL,Cherwell,-1.0468151,51.9900104,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,102.769
10011888303,"1 FULWELL FARM COTTAGES, FULWELL, BRACKLEY, NN13 5JZ",NN13 5JZ,Cherwell,-1.0884213,52.0051661,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,197.677
10011888304,"2 FULWELL FARM COTTAGES, FULWELL, BRACKLEY, NN13 5JZ",NN13 5JZ,Cherwell,-1.0884794,52.0051756,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,122.296
10011888305,"3 FULWELL FARM COTTAGES, FULWELL, BRACKLEY, NN13 5JZ",NN13 5JZ,Cherwell,-1.0885518,52.0051941,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,197.85
10011888306,"4 FULWELL FARM COTTAGES, FULWELL, BRACKLEY, NN13 5JZ",NN13 5JZ,Cherwell,-1.0886391,52.0052038,No known plans,None,Unknown,Unknown,Standalone,false,11.13
10011926721,"ANNEXE AT, HILLSIDE, STREET THROUGH FULWELL, FULWELL, NN13 5JZ",NN13 5JZ,Cherwell,-1.0876333,52.005232,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,420.257
10011888307,"CORNER COTTAGE, FULWELL, BRACKLEY, NN13 5JZ",NN13 5JZ,Cherwell,-1.087943,52.0050455,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,126.585
10011888302,"FULWELL HOUSE, FULWELL, BRACKLEY, NN13 5JZ",NN13 5JZ,Cherwell,-1.0906753,52.0075303,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,false,39.377
10011888308,"HILLSIDE, FULWELL, BRACKLEY, NN13 5JZ",NN13 5JZ,Cherwell,-1.0876333,52.005232,No known plans,None,Residential Accommodation,Unknown,Standalone,false,21.271
10011903804,"OXFORDSHIRE COWSHED, FULWELL, BRACKLEY, NN13 5JZ",NN13 5JZ,Cherwell,-1.0960042,52.0113206,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,75.154
10096916179,"ANNEXE, WARREN FARM, CROUGHTON ROAD, AYNHO, NN13 5LW",NN13 5LW,Cherwell,-1.2241565,51.998571,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,72.334
10011890918,"ANNEXE ADJACENT, MIDDLE FARM, FEATHERBED LANE, MIXBURY, NN13 5RN",NN13 5RN,Cherwell,-1.1143149,51.9878578,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,75.154
10011939967,"BUILDING 2, FEATHERBED COURT, FEATHERBED LANE, MIXBURY, NN13 5RN",NN13 5RN,Cherwell,-1.1140042,51.9881072,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,72.826
10011897693,"MAKIN ORGANS, FEATHERBED COURT, MIXBURY, BRACKLEY, NN13 5RN",NN13 5RN,Cherwell,-1.1140598,51.9882425,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,72.826
10011876492,"MIDDLE FARM, MIXBURY, BRACKLEY, NN13 5RN",NN13 5RN,Cherwell,-1.1141988,51.9878389,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,97.314
10011905361,"MOVADA GROUP, FEATHERBED COURT, MIXBURY, BRACKLEY, NN13 5RN",NN13 5RN,Cherwell,-1.1140042,51.9881072,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,97.314
10011905360,"NEW BARNS, FEATHERBED COURT, MIXBURY, BRACKLEY, NN13 5RN",NN13 5RN,Cherwell,-1.1140042,51.9881072,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,72.334
10011939969,"NORTH BARN, FEATHERBED COURT, FEATHERBED LANE, MIXBURY, NN13 5RN",NN13 5RN,Cherwell,-1.1136823,51.9881077,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,72.334
10011905359,"PRYOR AND RICKETT SILVICULTURE, SUITE 2 BUILDING 2, FEATHERBED COURT, FEATHERBED LANE, MIXBURY, NN13 5RN",NN13 5RN,Cherwell,-1.1140042,51.9881072,No known plans,None,Residential Accommodation,Residential Accommodation,End-Connected,true,72.334
10011939968,"SOUTH BARN, FEATHERBED COURT, FEATHERBED LANE, MIXBURY, NN13 5RN",NN13 5RN,Cherwell,-1.1137721,51.9879706,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,56.96
10011916579,"SUITE 1 BUILDING 2, FEATHERBED COURT, FEATHERBED LANE, MIXBURY, NN13 5RN",NN13 5RN,Cherwell,-1.1140042,51.9881072,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,454.942
10011877394,"10 MIXBURY, BRACKLEY, NN13 5RR",NN13 5RR,Cherwell,-1.1158726,51.9997379,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,56.052
10011877389,"11 MIXBURY, BRACKLEY, NN13 5RR",NN13 5RR,Cherwell,-1.1159625,51.9996127,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,454.942
10011877393,"12 MIXBURY, BRACKLEY, NN13 5RR",NN13 5RR,Cherwell,-1.1159925,51.999568,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,454.942
10011877388,"13 MIXBURY, BRACKLEY, NN13 5RR",NN13 5RR,Cherwell,-1.1160376,51.9994964,No known plans,None,Residential Accommodation,Residential Accommodation,Multi-Connected,true,56.044
10011877387,"14 MIXBURY, BRACKLEY, NN13 5RR",NN13 5RR,Cherwell,-1.1162159,51.9993179,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,454.942
10011876489,"15 MIXBURY, BRACKLEY, NN13 5RR",NN13 5RR,Cherwell,-1.116217,51.999264,No known plans,None,Residential Accommodation,Residential Accommodation,Semi-Connected,true,57.091
10011877386,"16 MIXBURY, BRACKLEY, NN13 5RR",NN13 5RR,Cherwell,-1.1162468,51.9992282,No known plans,None,Residential Accommodation,Residential Accommodation,Standalone,true,454.942
